instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-Berlin-150-80000-3--maxScore-160000-spanBuf-64224-bitVector,0.906928943811372,0.971195911558571,0.923177633794584,0.870240150384166,0.972459326596951,0.996333782307729,0.972158770467499,0.905693242865268,0.96005100490567,1,0.981108592960109,0.912457127762699,0.943130865577871,0.975461960990631,0.999936980166406,0.921320789611991,bitVector,Berlin,spanBuf,large
LGF-Berlin-50-80000-1--maxScore-160000-interBuf-13249-bitVector,0.896124443118331,0.907675750068188,0.904868575484799,1,0.903632792635739,0.905496374881308,0.89883935365692,0.923243130399135,0.903130199713161,0.885849308202677,0.912913343867336,0.906540940181975,0.90174232633881,0.886833794590448,0.897084191130206,0.892568301583015,bitVector,Berlin,interBuf,small
LGF-Berlin-50-80000-1--maxScore-160000-spanBuf-67435-bitVector,0.965426635419508,0.973967953502388,0.977794177572571,0.96070339872109,0.970901394111618,0.972236315587986,0.985842743424088,0.932987612460363,0.978068154997931,0.983051718148595,0.980831758581814,0.976119179222064,0.9872610076837,0.984996383090847,1,0.986121151428447,bitVector,Berlin,spanBuf,small
LGF-Berlin-50-80000-2--maxScore-160000-interBuf-10963-bitVector,0.951347191137441,0.977848932779447,1,0.987402763756568,0.973009927723678,0.974449423092205,0.96967030524519,0.986216709022542,0.966316621555029,0.969966861281745,0.966083679795376,0.979851300145377,0.920406934854071,0.954279546713972,0.988612959727509,0.969873599871792,bitVector,Berlin,interBuf,small
LGF-Berlin-50-80000-2--maxScore-160000-spanBuf-51138-bitVector,0.935876792567158,0.979374671783477,0.981949343566958,0.978048071096748,0.997815875580691,0.995315855382751,0.99727974146637,0.98568717430822,0.989456433043827,1,0.990141951120982,0.985194990910927,0.898086285598868,0.957695980609977,0.993390830135326,0.978664593011515,bitVector,Berlin,spanBuf,small
LGF-Berlin-50-80000-3--maxScore-160000-interBuf-9776-bitVector,0.964440749725988,0.996784427767898,0.981305549694512,0.980851759383269,0.994709569672958,0.987492995681143,0.988160902573835,0.987440573341417,0.987534148727105,1,0.989070294332818,0.976610580800281,0.963129889376788,0.990215737548608,0.989822117216548,0.985402441069892,bitVector,Berlin,interBuf,small
LGF-Berlin-50-80000-3--maxScore-160000-spanBuf-58723-bitVector,0.956395936623642,0.973656419747648,0.982402928254096,0.915167956941636,0.992623824295831,0.993749132180179,0.973367118592841,0.941916045786312,1,0.966564749535349,0.988151589790141,0.943251916731675,0.948067877590143,0.9576119159956,0.988407544358491,0.973532290146531,bitVector,Berlin,spanBuf,small
LGF-brazil58-gen4-45.oplib-11428--maxScore-22856-interBuf-898-bitVector,0.900987986408201,0.96336038429778,0.963182219416895,0.821517765313006,0.999035074171606,0.99837949499968,0.995187793709173,0.887503417167207,0.991250691911597,1,0.997866130979196,0.901442986578704,0.94056046063885,0.968040572772804,0.958930949012568,0.902597110663841,bitVector,oplib,interBuf,mid
LGF-brazil58-gen4-45.oplib-11428--maxScore-22856-spanBuf-4775-bitVector,0.879852177392815,0.934504032488192,0.931097901171163,0.673027907863849,0.973963413372315,1,0.996388168698705,0.840967201398293,0.98057202374696,0.977357143908539,0.986421416041247,0.793983660312031,0.948722367850258,0.978036681401213,0.963108038469186,0.822901588535806,bitVector,oplib,spanBuf,mid
LGF-gr120-gen4-85.oplib-5901--maxScore-11802-interBuf-227-bitVector,0.724055908569421,0.727928161153563,0.755676646824484,0.59696037758947,0.996729424123256,0.989541071232004,0.972122350827888,0.921063984951927,0.943568117477429,0.947829688725471,1,0.918721254902002,0.911577416684287,0.963486713178049,0.937672824444467,0.753694903369274,bitVector,oplib,interBuf,large
